,Alc1,Alc2,Alc3,Alc4,Alc5,Alc6,Alc7,Alc8,Alc9,Alc10,Alc11,Alc12,Alc13,Alc14,Alc15,Alc16,Alc17,Alc18,Alc19,Alc20,Alc21,Alc22,Alc23,Alc24,Alc25,Alc26,Alc27,Alc28,Alc29,Alc30,Alc31,Alc32,Alc33A,Alc33B,Alc33C,Alc33D,Alc33E,Alc34,Alc35,Alc36,Alc37,Alc38,Alc39,Alc40,Alc41,Alc42,Alc43,Alc44,Alc45,Alc46,Alc47,Alc48,Alc49,Alc50,Alc51,Alc52,Alc53,Alc54,Alc55A,Alc55B,Alc55C,Alc55D,Alc56,Alc57,Alc58,Alc59,Alc60,Alc61,Alc62,Alc63,Alc64,Alc65,Alc66,Alc67,Alc68,Alc69,Alc70
471,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,C,A,B,E,E,E,A,A,F,B,E,E,E,E
472,A,D,B,B,B,A,B,A,,A,B,A,B,A,B,D,B,A,B,A,B,B,A,B,A,B,B,A,B,C,B,C,A,,,,,B,B,C,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,,,,B,A,B,B,A,B,C,A,B,B,B,B,A,B,B
473,A,A,A,A,D,A,D,D,D,D,D,D,D,D,D,A,D,A,D,A,A,A,A,A,A,A,A,A,A,C,C,A,A,B,C,D,,C,D,D,B,A,A,A,A,A,A,A,A,A,A,A,A,A,E,A,A,G,A,,,,A,A,E,D,D,D,A,A,A,A,A,A,A,A,A
474,A,B,A,B,A,A,A,A,C,C,C,C,B,C,B,D,D,A,C,A,C,D,B,C,A,B,C,C,D,B,B,A,,,C,,,C,C,D,B,C,D,C,D,D,D,D,D,D,D,D,D,D,A,D,D,F,A,,,,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A
475,A,A,B,B,C,B,C,C,C,C,C,C,B,C,B,C,C,B,C,B,B,C,C,C,C,C,C,B,B,C,C,A,A,,C,,,C,C,D,B,B,D,B,D,C,C,B,C,C,B,C,B,C,A,C,C,E,,,,D,C,A,C,C,B,C,C,A,B,A,B,B,F,F,C
476,B,A,D,D,A,D,A,A,B,A,D,A,D,A,A,D,D,A,D,A,D,D,A,A,A,A,A,D,D,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,A,I,A,,,,A,A,E,E,E,E,E,A,A,A,D,E,E,E,E
477,B,C,B,D,A,D,A,A,D,D,A,A,D,A,D,A,D,A,D,A,A,B,C,A,A,B,A,C,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
478,A,C,C,D,D,C,A,D,D,D,D,D,D,D,D,D,D,D,C,C,D,C,D,D,D,C,D,C,D,D,C,E,,B,,,,C,C,B,B,D,D,C,D,D,D,D,D,D,D,D,D,D,A,D,D,E,A,,,,C,A,C,D,C,C,B,A,F,A,D,D,A,F,
479,B,A,D,D,A,D,A,A,D,D,C,A,D,A,D,A,B,A,D,B,A,D,A,C,A,D,A,C,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,A,I,A,,,,D,E,D,D,D,D,E,A,A,F,A,E,E,E,E
480,A,A,A,D,A,D,A,A,A,A,A,A,A,A,A,A,D,A,D,A,A,A,A,A,A,A,A,A,A,F,D,A,,B,,,,C,A,B,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,C,E,A,A,A,A,E,E,E,E
481,B,A,D,C,A,C,B,B,C,C,C,A,C,B,C,A,D,A,D,B,C,C,D,D,B,C,C,D,B,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,E,C,D,I,A,,,,E,B,E,E,E,E,E,A,A,F,B,E,E,E,E
482,B,D,A,D,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,C,A,A,B,C,D,,C,D,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,D,B,G,,,,D,C,C,C,C,C,C,C,A,D,A,C,D,C,C,C
483,A,B,D,D,A,D,A,C,C,D,B,A,D,C,D,D,D,A,D,A,C,D,C,A,A,D,D,D,D,C,B,C,,,,D,,C,,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,B,D,F,A,,,,D,D,E,D,C,B,A,A,A,A,D,D,D,D,D
484,B,D,A,B,B,A,A,A,B,D,D,A,C,A,D,A,D,A,C,B,D,B,D,C,A,C,D,B,D,F,D,F,,,,,E,E,E,E,F,D,D,D,D,D,D,B,C,B,D,D,D,D,E,D,D,I,,,,D,E,E,E,E,E,E,E,F,F,F,D,E,F,F,E
485,A,C,B,B,A,C,A,D,C,B,C,B,C,B,C,A,A,B,B,B,*,A,B,D,A,B,B,C,C,A,C,C,,,,D,,B,A,C,A,A,D,B,B,B,C,B,D,A,B,D,B,C,A,C,D,F,,,,D,E,E,E,E,E,E,E,A,A,A,A,A,A,A,B
486,B,C,C,B,B,B,A,B,C,C,C,A,D,C,D,B,C,C,B,A,B,C,B,C,C,B,A,C,B,B,B,D,,,,D,,D,C,B,B,C,B,C,A,C,D,D,D,D,B,A,A,C,A,C,C,C,,,,D,D,C,B,B,B,D,E,A,A,B,C,A,B,B,E
487,B,B,C,A,A,B,A,C,D,D,C,C,C,D,C,D,C,A,B,A,A,D,D,C,A,C,C,A,A,D,C,E,,,C,D,,C,C,D,B,B,B,B,B,D,D,D,D,D,D,D,C,D,A,D,B,F,A,,,,B,B,B,B,C,C,B,A,A,A,B,B,B,B,B
488,A,A,B,A,C,A,D,D,C,D,D,D,D,D,D,A,C,A,D,D,C,D,D,D,D,D,D,D,D,C,B,C,,,C,,,C,D,D,C,A,C,A,D,D,C,D,D,D,D,D,D,D,A,B,B,A,A,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
489,B,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,C,B,D,B,C,D,C,D,C,C,D,D,C,F,D,D,,,C,,,B,C,C,B,C,B,C,A,A,A,B,D,,B,C,B,C,A,A,A,C,,,,D,C,B,C,D,C,B,C,C,B,B,D,C,C,D,D
490,B,A,C,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,C,A,B,A,B,A,B,C,A,B,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,A,B,B,C,B,C,B,B,D,C,C,C,C,C,B,C,C,A,C,A,*,B,C,C,B,B,,,,B,C,A,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,B,C,C,D,A,D,A,A,D,D,C,B,D,C,D,D,D,B,D,A,A,D,D,C,C,C,C,C,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,D,I,A,,,,E,B,E,E,E,E,E,A,A,F,A,E,E,E,E
493,B,D,B,C,A,C,A,A,C,D,B,A,C,A,A,A,C,B,B,B,A,D,D,D,D,D,B,A,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,A,D,A,D,A,D,E,A,A,C,A,E,E,E,E
494,B,C,B,C,B,D,B,A,D,D,C,B,D,C,C,D,D,C,C,D,C,A,D,D,D,D,D,D,D,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,B,E,E,E,E
495,B,B,C,D,A,B,B,A,D,D,C,B,C,B,D,B,C,A,C,A,A,D,C,C,A,C,B,C,B,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,D,E,E,E,E
496,B,B,D,D,B,D,A,C,C,D,D,D,D,D,D,D,D,B,D,D,D,D,D,D,D,D,D,D,D,F,D,D,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,A,I,A,,,,B,A,E,E,E,E,E,A,A,F,B,E,E,E,E
497,B,D,C,D,D,D,D,D,D,D,D,D,D,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,A,A,,,,,E,B,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,G,A,,,,D,A,C,D,D,D,C,A,B,A,D,B,F,F,D
498,B,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,F,D,F,,,,,E,E,E,E,F,D,D,D,D,D,D,D,D,D,D,D,D,D,E,A,A,I,A,,,,E,E,E,E,E,E,E,A,A,F,A,E,E,E,E
499,A,B,C,B,C,A,C,D,B,C,C,D,B,C,A,C,A,C,A,C,D,A,D,C,A,B,C,B,B,B,C,B,A,,C,,,C,D,D,A,C,B,A,C,C,C,C,C,B,C,C,A,C,A,D,D,H,A,,,,C,D,C,C,C,C,D,A,A,B,C,C,C,C,C
500,B,B,D,A,A,A,A,A,A,A,A,A,A,A,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,A,,,C,,,C,D,D,C,A,A,A,A,B,B,B,B,B,B,B,B,B,A,D,D,H,A,,,,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
501,B,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,A,I,,,,D,E,D,E,E,E,E,E,A,A,A,B,E,E,E,E
502,B,A,B,C,C,C,B,B,C,C,C,B,C,B,B,B,C,C,C,C,C,C,C,C,B,C,C,C,C,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,B,E,E,E,E,E,A,A,F,A,E,E,E,E
503,B,B,B,B,B,B,A,B,D,C,C,A,B,B,C,A,D,A,C,A,A,C,C,B,A,C,A,B,B,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,B,E,E,E,E
504,A,C,C,B,C,B,D,D,C,C,D,C,D,D,B,D,C,B,B,B,B,B,B,B,B,B,B,B,B,C,B,C,A,,C,,,C,D,D,C,B,D,B,D,D,C,D,C,B,C,D,B,D,A,B,B,B,A,,,,C,A,C,C,C,C,B,A,D,D,C,C,C,D,C
505,A,D,A,B,C,B,B,B,C,B,C,B,B,B,B,C,C,C,C,C,A,C,C,C,A,C,A,C,A,B,A,D,A,,C,D,,C,D,B,C,A,D,B,D,C,C,A,C,D,B,D,A,C,A,A,C,H,A,,,,D,A,D,D,C,B,C,A,E,E,C,B,C,F,C
506,A,A,A,C,B,B,B,A,C,C,C,C,C,D,C,C,C,A,C,A,A,C,C,C,A,C,C,B,B,D,A,B,A,,C,,,C,D,D,D,C,D,B,C,C,C,C,C,C,C,C,C,D,E,C,D,H,A,,,,C,D,C,C,C,C,B,A,F,D,B,C,C,C,A
507,A,A,D,C,A,C,A,C,D,C,C,D,C,D,D,D,D,A,D,A,A,C,A,A,A,D,A,C,A,C,B,A,,,C,,,B,C,B,A,C,D,B,D,D,C,D,D,D,D,D,D,D,A,D,D,G,A,,,,A,A,A,A,A,D,A,A,B,A,A,C,B,D,A
508,A,C,D,D,D,D,D,C,D,D,D,D,B,D,B,C,D,B,D,B,B,D,D,D,D,C,D,D,D,C,B,B,A,,,,,C,C,D,D,D,D,C,D,B,D,D,D,D,D,D,C,D,A,D,D,H,A,,,,D,A,C,C,D,A,C,C,C,C,C,D,C,C,C
509,A,C,C,C,B,B,A,B,C,C,C,B,C,B,C,D,C,A,B,B,A,C,D,B,B,D,B,D,D,B,B,A,A,,C,,,C,B,C,C,C,D,B,C,D,D,D,C,D,D,D,D,D,A,B,C,F,A,,,,C,A,C,C,B,C,C,A,C,A,B,D,B,C,B
510,A,C,A,D,A,C,A,A,D,D,C,D,D,D,D,D,D,A,D,A,A,D,D,C,D,D,D,D,D,C,B,B,,,,D,,C,A,B,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,C,A,H,A,,,,D,E,E,D,D,D,D,A,A,A,D,D,D,D,C
511,A,A,A,B,B,B,D,D,B,B,D,B,B,D,D,D,B,D,B,D,D,B,D,D,B,B,D,D,D,C,B,A,,,C,,,C,B,D,C,A,D,B,D,D,B,D,D,B,D,D,A,D,A,C,D,H,A,,,,E,D,D,D,B,C,C,A,E,A,C,C,F,F,D
512,B,B,B,C,C,C,C,C,D,C,C,D,C,D,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,A,A,,,,,C,B,C,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,F,A,,,,C,D,C,C,B,C,C,A,A,D,C,C,C,C,C
513,A,D,A,B,D,B,D,C,C,D,D,D,,C,,C,C,C,C,C,,C,C,C,C,C,C,C,C,B,A,D,,,C,,,B,C,,C,B,D,B,B,C,C,C,C,C,C,C,B,C,E,B,C,D,,B,,,,D,,,,,,A,F,,,,,,
514,A,D,C,A,B,A,B,B,D,D,D,D,C,D,D,D,A,A,A,B,B,D,C,C,C,D,D,D,D,C,C,B,A,,C,,,C,B,C,C,B,D,B,C,D,D,D,B,D,B,D,B,D,C,A,C,G,,,,D,B,C,C,B,A,D,C,A,D,A,A,A,F,F,B
515,B,A,D,D,D,D,D,C,D,D,D,D,D,D,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,B,E,A,A,E
516,B,D,C,B,B,A,B,B,B,A,C,A,B,A,B,B,A,A,B,B,B,A,B,B,B,B,B,A,B,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
517,A,C,B,C,D,C,C,D,D,D,D,D,D,D,A,D,D,A,D,D,D,D,D,D,D,D,D,D,D,B,A,C,,,C,,,C,D,D,F,C,D,B,D,D,D,D,D,D,D,D,A,D,A,D,D,H,A,,,,C,C,D,E,E,E,E,A,A,F,B,E,E,E,E
518,B,C,B,B,B,B,B,B,C,C,B,A,C,A,C,B,C,B,C,B,B,B,C,C,A,C,B,C,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,B,E,E,E,E,E,A,A,F,B,E,E,E,E
519,B,A,D,D,A,B,A,B,D,A,B,A,B,A,B,A,D,A,D,C,A,D,A,B,A,C,A,A,A,C,C,F,A,,,,,B,A,A,B,D,D,C,D,D,D,D,C,D,D,D,D,D,B,D,A,G,,,,D,A,A,E,E,E,E,E,A,A,A,A,E,E,E,E
520,B,B,A,D,B,D,B,A,D,B,B,A,C,B,B,A,B,B,C,B,B,B,C,B,A,C,B,B,A,D,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,B,E,E,E,E
521,A,B,A,C,B,C,B,C,B,D,D,C,D,C,D,D,D,C,D,C,D,C,D,C,B,C,D,C,B,D,B,C,A,B,C,D,,C,C,D,B,C,D,C,C,D,D,D,C,D,C,D,C,D,A,B,C,F,A,,,,D,D,D,D,D,D,D,A,B,C,C,C,F,F,D
522,B,C,B,D,A,D,A,A,D,D,A,A,D,A,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
523,B,D,B,D,A,A,A,B,D,A,A,D,A,D,B,A,A,A,D,A,A,D,A,A,D,B,B,A,A,A,D,F,,,,,E,E,E,E,B,C,C,A,B,B,B,A,B,A,B,B,A,A,B,A,B,I,,,,D,E,D,E,E,E,E,E,A,A,F,A,E,A,A,E
524,A,B,C,C,D,C,C,B,D,C,D,B,D,D,C,D,D,C,C,B,D,C,A,C,C,B,A,B,C,C,B,,,B,,,,C,C,D,B,D,D,C,B,B,D,C,B,D,C,B,B,C,E,D,D,E,A,,,,B,B,C,B,A,C,C,A,B,C,A,D,C,D,A
525,B,B,B,C,D,C,D,C,C,D,C,D,D,D,D,D,B,B,B,B,B,B,B,B,B,D,B,B,B,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,E,D,D,I,,,,D,E,E,E,,E,E,E,A,A,F,A,D,E,E,E
526,A,C,A,C,B,C,B,D,D,D,D,D,D,D,D,B,A,C,B,B,A,D,D,C,B,C,D,B,D,C,A,A,,,C,,,C,B,C,C,B,C,B,C,D,D,A,D,D,C,D,C,D,A,B,D,D,,,,D,B,A,B,B,B,C,B,A,,C,B,C,F,B,B
527,A,D,A,A,C,A,C,C,C,B,B,C,A,B,B,C,A,B,A,C,C,C,,B,C,A,B,B,C,C,A,D,A,,C,,,B,C,B,F,A,C,A,C,D,C,A,B,D,A,C,B,C,A,A,D,H,A,,,,C,D,D,C,C,B,C,D,F,E,B,C,F,F,D
528,B,C,C,B,D,D,C,B,C,B,C,C,C,A,A,A,B,B,C,C,B,A,A,A,A,C,C,C,D,A,B,C,,,C,,,C,B,B,C,C,B,B,B,A,A,A,B,B,C,C,B,A,A,A,B,B,,,C,,C,B,A,A,B,C,D,E,D,C,C,D,E,D,C
529,B,C,D,B,C,B,A,C,B,B,A,C,B,D,D,D,D,A,D,A,A,C,C,B,B,C,A,B,A,F,D,F,,B,,,E,C,A,B,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,C,E,E,E,E,E,A,A,F,B,E,E,E,E
530,B,D,C,B,A,B,A,C,D,D,B,B,B,C,C,A,C,A,C,A,B,B,C,C,B,C,D,D,D,B,C,A,A,,C,D,,B,A,C,A,B,D,B,C,D,D,D,C,D,B,D,D,B,A,C,C,G,,,,D,C,C,C,D,B,C,A,A,A,E,B,B,B,D,C
531,B,B,A,C,B,C,A,C,D,B,B,D,B,D,D,D,C,A,D,A,A,D,C,A,A,C,D,C,D,C,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,A,A,E,E,E,E
532,A,C,D,B,B,C,D,B,C,B,D,C,D,B,B,D,B,C,C,D,B,D,C,B,C,D,B,B,D,C,B,D,,,C,,,B,B,D,C,D,B,B,D,C,D,D,D,D,A,C,B,C,E,B,C,G,,,,D,B,C,E,D,C,E,D,B,F,C,B,E,D,C,B
538,B,B,B,B,A,B,A,B,B,B,B,A,B,A,B,B,D,A,C,B,D,D,D,B,A,C,D,D,D,B,B,A,,,C,,,C,A,C,A,C,D,C,D,D,D,D,D,D,D,D,D,D,A,D,D,H,A,,,,D,A,C,D,D,D,C,A,A,A,B,D,F,F,D
539,B,B,A,B,A,A,A,B,B,B,B,A,B,C,A,A,B,A,B,A,B,C,C,C,A,B,C,B,B,C,C,A,,,C,,,C,A,C,A,B,D,A,D,D,C,B,D,D,B,D,B,B,A,B,D,H,A,,,,B,B,C,B,B,D,C,A,B,A,C,D,B,B,B
540,B,C,C,B,A,B,A,A,A,C,A,C,A,D,A,D,D,A,C,A,A,C,D,D,A,D,A,C,D,B,B,A,,,C,,,C,C,D,B,C,D,C,D,D,C,C,D,D,D,D,B,D,A,D,D,F,,,,D,B,B,B,B,B,D,C,B,B,A,A,C,B,B,B
541,A,D,B,C,C,B,C,B,B,C,C,B,B,B,B,C,C,B,A,C,C,B,C,C,,B,B,B,C,B,A,D,A,,C,,,C,D,D,F,A,C,A,C,C,C,C,D,B,B,B,B,D,A,D,D,H,A,,,,B,E,D,D,C,C,C,B,F,C,C,C,B,C,B
542,A,C,B,B,B,B,A,C,C,C,C,C,B,C,B,B,D,B,C,B,D,C,C,C,C,C,C,C,C,C,C,A,,B,,D,,C,B,D,A,D,C,C,D,D,D,D,D,D,D,D,C,D,A,C,D,H,A,,,,C,A,D,D,D,D,B,A,E,A,B,C,F,F,D
543,A,C,C,A,A,A,A,B,D,A,D,B,B,B,A,B,A,D,A,A,B,A,B,C,A,C,A,B,A,A,C,A,A,B,C,,,C,B,C,B,A,D,A,D,D,D,D,D,D,D,D,D,D,A,A,D,B,A,,,,D,E,D,D,A,D,A,B,E,E,C,C,F,F,D
544,A,B,C,D,A,A,A,B,A,A,B,A,B,A,A,D,C,C,A,B,A,A,B,C,C,D,B,B,D,C,C,D,A,,C,,,C,D,B,C,A,D,A,B,C,C,D,C,D,C,C,D,C,B,B,A,I,A,,,,B,A,A,E,E,E,E,A,B,F,A,A,F,F,E
545,B,A,D,B,A,C,A,A,D,B,C,A,B,D,B,C,D,A,C,A,A,D,C,B,D,D,D,D,D,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
546,B,A,D,B,A,A,A,B,D,A,A,A,A,A,D,A,B,A,D,B,A,A,A,B,D,A,A,A,A,F,D,F,,,,,E,E,E,E,A,B,A,A,A,B,D,A,A,A,A,A,D,A,A,D,D,I,A,,,,A,A,E,E,E,E,E,A,A,A,A,E,E,E,E
547,B,C,A,B,A,C,A,A,A,C,C,A,D,C,C,A,D,B,C,A,B,C,D,C,A,D,D,C,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
548,B,C,C,B,A,B,A,A,C,C,B,A,B,A,B,B,C,A,C,A,A,B,C,C,A,C,A,C,B,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
549,A,A,A,C,B,B,A,C,D,B,B,A,C,A,A,A,C,B,C,A,A,B,A,C,D,B,A,,C,C,C,A,,,C,,,C,B,D,A,B,D,B,C,D,D,C,D,D,D,D,D,D,A,B,C,G,,,,D,B,A,A,A,A,C,B,A,A,A,D,D,C,B,A
550,B,C,D,C,A,B,B,B,C,B,D,B,C,B,B,C,B,A,B,B,B,B,A,B,A,B,A,A,A,F,D,F,,,,,E,E,E,E,A,D,D,D,B,B,A,B,B,A,B,A,C,A,E,D,D,H,,,,D,D,C,D,E,E,E,E,A,A,A,A,A,A,B,B
551,B,B,D,C,B,B,B,A,D,C,D,D,B,D,C,A,D,B,C,B,B,A,C,C,A,C,B,C,B,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,A,I,A,,,,E,E,A,E,E,E,E,A,A,F,B,E,E,E,E
552,A,D,B,B,C,B,D,D,C,C,D,C,D,D,C,D,C,B,C,B,B,D,C,B,B,C,D,C,D,B,A,B,A,,C,D,,C,C,C,D,B,D,C,C,D,B,C,C,D,C,D,C,B,A,A,D,H,A,,,,D,E,C,D,C,B,C,C,C,B,C,C,B,C,C
553,A,D,C,A,C,A,C,C,B,A,D,A,A,B,A,C,B,B,D,B,B,D,B,C,A,B,A,A,A,A,A,D,A,,C,D,,C,C,D,C,A,D,A,D,C,D,C,D,D,B,D,B,C,A,B,B,H,,,,D,B,D,C,C,C,B,C,C,D,D,B,B,B,C,B
554,A,D,C,B,D,B,B,D,D,A,C,D,A,D,A,B,B,A,C,A,A,A,C,A,A,C,A,C,B,A,C,A,A,,C,D,,C,D,D,C,B,D,B,C,C,D,D,D,D,B,D,A,D,B,A,D,G,,,,D,C,D,D,D,D,D,D,A,B,E,C,B,A,C,B
555,B,A,C,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,C,C,C,C,C,C,C,C,C,C,C,B,D,F,,B,,,,C,A,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
556,B,A,A,D,A,D,A,A,D,A,D,A,A,,D,A,A,A,A,C,C,C,C,C,C,C,C,C,C,F,D,F,,,,,E,E,E,E,A,D,D,D,A,D,C,C,D,C,B,A,C,D,A,A,D,I,,,,D,E,E,E,E,E,E,E,A,A,F,D,E,E,E,E
557,B,C,B,B,C,B,D,D,C,C,D,D,C,D,A,B,B,C,C,D,D,B,A,B,C,B,B,C,C,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,C,C,D,D,E,E
558,B,A,D,A,D,A,D,D,D,C,C,D,C,D,A,D,D,C,B,B,B,B,B,B,B,B,B,B,B,F,D,F,,,,,E,E,E,E,F,A,D,A,D,D,B,D,D,D,D,D,D,D,A,D,,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
563,B,B,A,A,A,B,B,C,C,B,B,B,C,C,C,B,C,A,D,B,B,D,C,C,B,C,C,C,D,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,B,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,B,E,E,E,E
564,B,C,B,B,A,A,A,A,B,A,A,A,B,B,C,A,A,D,A,D,D,D,A,D,D,B,D,B,D,F,D,F,,,,,E,E,E,E,A,A,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,A,B,E,F,F,E
565,B,A,A,C,B,C,B,B,C,C,C,C,C,D,C,D,C,A,C,B,B,D,D,B,B,C,D,C,D,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,B,E,E,E,E
566,B,C,D,A,A,C,A,A,D,B,A,A,A,B,A,C,C,A,C,C,A,D,B,C,A,B,A,B,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,C,D,I,A,,,,E,B,A,E,E,E,E,A,A,F,A,E,E,E,E
567,A,C,B,D,A,C,A,B,A,D,D,D,D,D,D,D,A,D,C,A,A,A,A,A,A,A,A,A,A,B,B,A,,B,C,,,C,B,D,A,B,D,D,C,C,C,C,C,C,C,C,C,C,A,D,D,G,A,,,,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
568,B,C,D,D,A,D,A,A,D,D,A,A,D,B,D,D,C,D,B,A,A,D,D,B,C,C,C,C,C,A,C,A,,,C,,,C,D,D,D,C,B,C,C,C,D,D,D,B,D,D,D,D,E,C,A,D,A,,,,D,E,D,D,D,C,B,B,B,D,D,B,B,B,B
569,B,B,A,C,A,B,B,B,C,C,C,A,B,C,C,B,C,A,C,A,A,C,C,C,A,C,C,C,B,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,C,D,I,A,,,,E,A,E,E,E,E,E,A,A,A,A,E,E,E,E
570,A,B,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,B,A,,B,,,,C,D,E,F,A,A,A,A,A,A,A,A,A,A,A,A,A,B,D,C,B,A,,,,C,D,E,E,C,A,A,F,D,E,A,D,C,B,C
